date,rolling_alpha,rolling_beta
2017-10-09,0.0004600701841876235,0.7491058827323542
2017-10-10,0.00038910301286428154,0.7450110536000872
2017-10-11,0.0002744792409940819,0.7429896836995605
2017-10-12,0.00024346590094028722,0.7504373289779547
2017-10-13,0.00027280707997180177,0.7480933811325059
2017-10-16,0.00027886122164292747,0.7500036486641909
2017-10-17,0.00036281834903302893,0.7545648062473856
2017-10-18,0.0003040566669364634,0.779496451359081
2017-10-19,0.00037399555874186117,0.7859308134388546
2017-10-20,0.00040727380191381225,0.7936123993303781
2017-10-23,0.00031181294516311397,0.7932016606343191
2017-10-24,0.00041780477974882977,0.8002097184529426
2017-10-25,0.0005212478263734952,0.8050968232153635
2017-10-26,0.0005102387207343424,0.8070485135705067
2017-10-27,0.0004919865070715819,0.8015001049413739
2017-10-30,0.0006183032005277708,0.819298019135608
2017-11-01,0.0006197319664452664,0.8208098069299611
2017-11-02,0.0007211504697310827,0.8588679934909826
2017-11-03,0.0007254391038170607,0.8609471975567858
2017-11-06,0.0007368422925854956,0.859197718263465
2017-11-07,0.0005674932938919185,0.8945025033988211
2017-11-08,0.0006505203892264911,0.8795204259020509
2017-11-09,0.0005485366293436259,0.8815108680001448
2017-11-10,0.0005636034711805678,0.8704210675038184
2017-11-13,0.0006189453808105931,0.8746806818531976
2017-11-14,0.0006229701984833776,0.8735711058820494
2017-11-15,0.0005426446139137755,0.8797577574173308
2017-11-16,0.0005845346727889032,0.8900549631214195
2017-11-17,0.0003920292359141953,0.8876246960628701
2017-11-20,0.00030540255230882023,0.8633556955297218
2017-11-21,0.00039852618991845906,0.8679615230398866
2017-11-22,0.0005317689577474839,0.8854702531647048
2017-11-23,0.0005474798338252762,0.8820186199542954
2017-11-24,0.0004998244071358701,0.8918462824568258
2017-11-27,0.0005000121519647213,0.8902430006651659
2017-11-28,0.0005674674676238133,0.886486953215455
2017-11-29,0.0006268215996448323,0.8474918135536212
2017-11-30,0.0009476521975860344,0.8218878181609434
2017-12-01,0.000885799090829017,0.8325523126755359
2017-12-04,0.0008985213248622413,0.8728847076848822
2017-12-05,0.0009254162823538475,0.8913063509268305
2017-12-06,0.0010545539563052006,0.882326606182618
2017-12-07,0.0011021571429831113,0.8775824159328048
2017-12-08,0.0010647485109721033,0.8775305664123313
2017-12-11,0.0010407193949593658,0.8868928460906549
2017-12-12,0.001032403289016483,0.8875094659456035
2017-12-13,0.0010469493878021048,0.8863062089447308
2017-12-14,0.0011281622803886182,0.8763312937675632
2017-12-15,0.0011651239950198917,0.8759390662577916
2017-12-18,0.0011346444064801444,0.8776928001457066
2017-12-19,0.0009843823629967347,0.8668176217140696
2017-12-20,0.0010183692970703556,0.8644516084946026
2017-12-21,0.0011649450235591324,0.8606958990205844
2017-12-22,0.001184652727922042,0.8617051267940115
2017-12-27,0.001207251798967355,0.8674570581589146
2017-12-28,0.0011669074624912192,0.8704261632597248
2017-12-29,0.0011708259175187685,0.8699857120712952
2018-01-02,0.001156135681447754,0.8743046854615704
2018-01-03,0.0011583431749449403,0.8790360593455815
2018-01-04,0.0011324152464391485,0.8810552513358493
2018-01-05,0.0009715639676949265,0.8730970225701645
2018-01-08,0.0008923975584303358,0.8845813987493798
2018-01-09,0.0009838949555566422,0.8864555186306339
2018-01-10,0.0009188376910115537,0.9154146337737236
2018-01-11,0.0010456130499039117,0.9035797516999358
2018-01-12,0.0011162594825444515,0.9207049453906463
2018-01-15,0.0011402252977407202,0.9202726153922691
2018-01-16,0.0011042761089342327,0.9239951317824937
2018-01-17,0.0010354460763467193,0.9226533760007682
2018-01-18,0.0007860508011861115,0.8806723532853363
2018-01-19,0.0007808616694303626,0.8798923949942871
2018-01-22,0.000774164956597737,0.8666506737591662
2018-01-23,0.0009424677609653423,0.9292011425929231
2018-01-24,0.0008407636844083946,0.9144882809420078
2018-01-25,0.000878206555127903,0.8951405702954797
2018-01-26,0.000762158102458712,0.9142874296791295
2018-01-29,0.0007001912276765785,0.920554930809701
2018-01-30,0.0007158879167168201,0.9197435285193624
2018-01-31,0.0006837202208719641,0.9285138991712516
2018-02-01,0.0006356557070705778,0.9299197084700801
2018-02-02,0.0005049812541488562,0.9638634012153594
2018-02-05,0.0005763952983706315,0.9536338917287442
2018-02-06,0.0005694505852292558,0.9534106129187674
2018-02-07,0.0006187263369861032,0.9340063385455328
2018-02-08,0.000673163378339717,0.9420889051712164
2018-02-09,0.0009357478355506947,0.855949206257914
2018-02-12,0.0009673254756657267,0.836157681182409
2018-02-13,0.0009952577555205429,0.8371964758640608
2018-02-14,0.0009162284310976384,0.8305649640139166
2018-02-15,0.0009655695325130192,0.8373219503403699
2018-02-16,0.0009594229675244514,0.8381068099217956
2018-02-19,0.0009956892751534353,0.8389305149711043
2018-02-20,0.0009049695561635741,0.8502712734045015
2018-02-21,0.000755992800914569,0.8319364792888562
2018-02-22,0.0007470177227419418,0.8330816740285261
2018-02-23,0.0007289652703776453,0.8337591345167669
2018-02-26,0.0007030107814609771,0.8336658538367666
2018-02-27,0.0005797998622590238,0.8300678966393309
2018-02-28,0.0005637584373908155,0.8252175467885918
2018-03-01,0.0006415885326258409,0.8208531221074412
2018-03-02,0.0006979225927888104,0.8367427810881737
2018-03-05,0.000600069104287363,0.8539964948762833
2018-03-06,0.0003325058374934082,0.823034817655767
2018-03-07,0.0003409320427539126,0.8244195182968328
2018-03-08,0.0002988067081393995,0.8196003763692041
2018-03-09,8.246539986416052e-05,0.7993815411404078
2018-03-12,7.509765175625742e-05,0.7989942787374726
2018-03-13,-3.915806157690072e-05,0.7749247683890718
2018-03-14,-3.7611190398912405e-05,0.7680041346313109
2018-03-15,-8.555884489569228e-05,0.7665816400172686
2018-03-16,3.015608930041933e-05,0.7724235096438703
2018-03-19,0.0001838117338914245,0.7767380055465142
2018-03-20,0.0002952814193276336,0.7757290726762812
2018-03-21,0.00023189906221473194,0.7750727244768173
2018-03-22,0.00024373050549795719,0.7738975154899939
2018-03-23,0.00015892666680119864,0.7960453923371759
2018-03-26,0.00017924492438976916,0.8050050513030238
2018-03-27,0.00023267071771124686,0.8013820717018967
2018-03-28,0.00030326055788299183,0.8079305340150917
2018-03-29,0.0003192888666601004,0.807182265864994
2018-04-03,0.0006466205856947793,0.8530889147488144
2018-04-04,0.0005423593509206131,0.8433716043764938
2018-04-05,0.0004947345304621711,0.8453380218797335
2018-04-06,0.0004700810094289034,0.835908181978307
2018-04-09,0.0005564397201362576,0.8343506413753615
2018-04-10,0.0004503421137967515,0.8330807098703077
2018-04-11,0.000518427889838212,0.8381356628398573
2018-04-12,0.0004868095087324168,0.8387844107423613
2018-04-13,0.0004988064481196392,0.8311027818219388
2018-04-16,0.0005875286161207776,0.8206606869572742
2018-04-17,0.0004962087958569518,0.8121090121115284
2018-04-18,0.00039081936823036497,0.8078280040633946
2018-04-19,0.000283727451060396,0.8056813695623906
2018-04-20,0.00033248884050973167,0.807117235681929
2018-04-23,0.0002996468087514552,0.8041811918951389
2018-04-24,0.0003101367796551495,0.8046265406527708
2018-04-25,0.00024931341061271975,0.802864819212563
2018-04-26,0.00023356245878255764,0.7996936101165875
2018-04-27,0.0001579797992059148,0.7967783292514811
2018-04-30,0.0002116425067854287,0.8000330578521475
2018-05-02,0.0002356480194587536,0.809517645798072
2018-05-03,0.0002661018952309322,0.8162630003798802
2018-05-04,0.0002283324458173999,0.8214344071028008
2018-05-07,0.00012781339327491703,0.8133572496258366
2018-05-08,8.883488387816056e-05,0.8102472164167925
2018-05-09,0.0001542083413965347,0.808815144478771
2018-05-10,0.0001370294471261468,0.8090701294917203
2018-05-11,6.920145606388123e-05,0.8078442403238283
2018-05-14,5.7006449062356476e-05,0.8081131740201224
2018-05-15,2.3302484966074777e-05,0.8072813587421496
2018-05-16,3.9957519831042026e-05,0.8074549606194249
2018-05-17,-2.9104610179707408e-05,0.8016596931128416
2018-05-18,-4.0060900450842205e-05,0.8052332786664819
2018-05-22,-0.00013023375557018067,0.8054643706030988
2018-05-23,-0.00010001243015854583,0.818041971868776
2018-05-24,-0.0001497972207924454,0.8278007182393315
2018-05-25,-0.00042596153142709665,0.845817626005788
2018-05-28,-0.00051922613111225,0.8408598697847314
2018-05-29,-0.0006286827849062531,0.8445591477357189
2018-05-30,-0.000643325444441441,0.8480741576455681
2018-05-31,-0.0008115938616063116,0.8336496372632151
2018-06-01,-0.0008515867976838818,0.8456884246952573
2018-06-04,-0.0009371684667208572,0.8423846105510296
2018-06-05,-0.0009019903709234125,0.8448551669341006
2018-06-06,-0.0009642627398055414,0.8518663422117193
2018-06-07,-0.0009007251444047934,0.8473221853066675
2018-06-08,-0.0009169864084203576,0.8455674452003317
2018-06-11,-0.0009799872445444722,0.846666115549421
2018-06-12,-0.0011012142834396078,0.8358792107951882
2018-06-13,-0.0008985055826466122,0.8361979591999171
2018-06-14,-0.0009285263595758809,0.8174216814538258
2018-06-15,-0.0008296874237132744,0.838937251779662
2018-06-18,-0.0009144318917876565,0.8452254047164193
2018-06-19,-0.0009157917944775177,0.8485503429167873
2018-06-20,-0.0009914618469777986,0.8433496812359307
2018-06-21,-0.0013094839239767573,0.9062782165417933
2018-06-22,-0.0017740195129144168,0.9772050608019364
2018-06-25,-0.0018425883172575256,0.9735235956014091
2018-06-26,-0.0019058181425784147,0.9822651512369731
2018-06-27,-0.001989552602375381,0.9770989576758602
2018-06-28,-0.0021338391934670915,0.968836185279099
2018-06-29,-0.0020632647816043255,0.953359145494512
2018-07-02,-0.0020221634031780187,0.932947650764324
2018-07-03,-0.0017277342131237728,0.9344831830009714
2018-07-04,-0.0016940518736788352,0.9365341470891394
2018-07-05,-0.001566227537012241,0.9337102786811013
2018-07-06,-0.0013186208109988913,0.9697178356842835
2018-07-09,-0.0013681752081518951,0.9688789989081381
2018-07-10,-0.0014511766553545718,0.9703998721708894
2018-07-11,-0.001523902198461896,0.9744884685894345
2018-07-12,-0.0015679896750561571,0.9814986080493926
2018-07-13,-0.001614738683769319,0.9772247043565732
2018-07-16,-0.0014815902129224439,1.0013045426710219
2018-07-17,-0.0015538582587603074,1.0001774141411832
2018-07-18,-0.0014935323457391295,1.00749743540916
2018-07-19,-0.0013455556399926624,1.0219611758284586
2018-07-20,-0.001213504837773685,1.0104677850387287
2018-07-23,-0.0013691848084981066,1.0254498330844908
2018-07-24,-0.0013526034199033024,1.0423090997656188
2018-07-25,-0.001167695206690991,1.0622201392125663
2018-07-26,-0.0013295539480308127,1.072451869025344
2018-07-27,-0.0013509841733431067,1.0892299490926085
2018-07-30,-0.001512897084513762,1.0998336873668042
2018-07-31,-0.0013760991678318255,1.0984437029975733
2018-08-01,-0.0014106525944817287,1.0984181256891603
2018-08-02,-0.0014636738393911544,1.0969989774800846
2018-08-03,-0.0014441054439632097,1.0943737393128246
2018-08-06,-0.0014385385979149023,1.1081677713800437
2018-08-07,-0.0013731734375398111,1.1099029975196777
2018-08-08,-0.0013059586615797804,1.114208365922069
2018-08-09,-0.0015146658895105957,1.0667671316278342
2018-08-10,-0.001587048994896552,1.0704796830663834
2018-08-13,-0.0016810817043499005,1.0935035268732793
2018-08-14,-0.0015064375563640469,1.1206031184723406
2018-08-15,-0.0017431173519529496,1.1279571951194527
2018-08-16,-0.0017349383002176178,1.1417678007100678
2018-08-17,-0.0017589663254454898,1.1389177909474155
2018-08-20,-0.0018284127032348488,1.1443585877444893
2018-08-21,-0.0017913928450446147,1.1491531108522899
2018-08-22,-0.0017325600075560432,1.1531620317911357
2018-08-23,-0.001842670629860485,1.153803927339749
2018-08-24,-0.0019163828216425694,1.170025325580124
2018-08-27,-0.0017412050030463754,1.173042076939518
2018-08-28,-0.0016374620077840318,1.1961148989995172
2018-08-29,-0.001603207912685712,1.1962878225750702
2018-08-30,-0.0015721325964953331,1.197498378175285
2018-08-31,-0.0014952228867202977,1.1915624549406578
2018-09-03,-0.001653969455969997,1.2136736132238948
2018-09-04,-0.0016930566968866977,1.2209188351360614
2018-09-05,-0.0017235202451454283,1.216772485556358
2018-09-06,-0.0014802157719663578,1.1787203861951465
2018-09-07,-0.001366915592722673,1.1692920897704049
2018-09-10,-0.0014093343621751338,1.180118781727875
2018-09-11,-0.0013164602555311923,1.1936026022173012
2018-09-12,-0.0013085855000292612,1.203037806620195
2018-09-13,-0.0013434551331058017,1.2089915046978241
2018-09-14,-0.001233850241283388,1.2130610202277046
2018-09-17,-0.001146013155921377,1.220818153117925
2018-09-18,-0.001140339475780962,1.2205859450740544
2018-09-19,-0.0011256364872953212,1.2219178812406801
2018-09-20,-0.0011001700895773637,1.2260847456260133
2018-09-21,-0.0010072010297693303,1.2353936215760755
2018-09-24,-0.001079828334921316,1.2267029636240558
2018-09-25,-0.0012443240579179703,1.2412742200973785
2018-09-26,-0.0016259821125299242,1.222570020128096
2018-09-27,-0.00160658829775365,1.224150538821337
2018-09-28,-0.0013291440416151516,1.2098587393400033
2018-10-01,-0.0012524670246901386,1.2255754880786305
2018-10-02,-0.0011803057659705465,1.2237884200257687
2018-10-04,-0.000931475836115564,1.2169439502837016
2018-10-05,-0.0006072141559590508,1.234499437529767
2018-10-08,-0.0006043192466961406,1.2333971273774738
2018-10-09,-0.0005466197645493496,1.2439135567904083
2018-10-10,-0.0005921438080416885,1.242182447775947
2018-10-11,-0.0004830315986802935,1.1999318488365764
2018-10-12,-0.0004571612829412123,1.1978244983639899
2018-10-15,-0.0004225767556430304,1.197797299924855
2018-10-16,-0.0005052946394359324,1.1863326611815637
2018-10-17,-0.00045358605950411514,1.1800715098210262
2018-10-18,-0.0006446570556209914,1.1793547231957453
2018-10-19,-0.00042400730472742597,1.1793764197936603
2018-10-22,-0.0006538548077628572,1.1721805626072372
2018-10-23,-0.0006925410554303458,1.1695078722144647
2018-10-24,-0.0006166300338122446,1.1243509766525044
2018-10-25,-0.0006307765556775876,1.126228290957851
2018-10-26,-0.00032707116013346987,1.1548275216042265
2018-10-29,2.2533739099928838e-05,1.0898051428927382
2018-10-30,0.00022990873751302788,1.1116486888908772
2018-10-31,0.0002185919886957264,1.110512388596313
2018-11-01,0.0001278101047962904,1.0843619877619932
2018-11-02,0.00027546307826520686,1.100528776956021
2018-11-05,0.0002635140558371669,1.1209595687408436
2018-11-06,0.00036562857282278915,1.1466257511149724
2018-11-07,0.00013541286827847035,1.1574915241274468
2018-11-08,4.75628274750118e-05,1.1475582601264578
2018-11-09,-0.00019576868707688378,1.1582640195824734
2018-11-12,-0.0006159748547660246,1.1088892375413566
2018-11-13,-0.0003856464308020124,1.0799425849336517
2018-11-14,-0.00015070828597459093,1.113882534119422
2018-11-15,8.525575534749554e-06,1.1068006812743938
2018-11-16,-0.00015222900236380984,1.1113119640657467
2018-11-19,-0.00017567671805007599,1.1191480276440566
2018-11-20,-5.823497554321084e-05,1.110951141896152
2018-11-21,3.269903047715961e-05,1.1034031108357731
2018-11-22,0.00010631272150386252,1.1145764023386686
2018-11-23,7.019222587197727e-05,1.1061141272072537
2018-11-26,-7.109766504140349e-05,1.1151441314400312
2018-11-27,0.0001718882316882417,1.1186806802472433
2018-11-28,-0.0001449933698719326,1.1266758992323131
2018-11-29,-0.00030924214135593953,1.1048880298129709
2018-11-30,-0.00017523306230160412,1.0917800468846561
2018-12-03,-0.0004639533115704109,1.0722360903945876
2018-12-04,-7.145719165598817e-07,1.1505119453547636
2018-12-05,-0.00021724785220836697,1.1774251986708781
2018-12-06,-0.00012530068337570122,1.170502709328771
2018-12-07,-0.00011142591578133496,1.2583696698206726
2018-12-10,-0.00016127562216189397,1.2664154734195483
2018-12-11,-0.0003007655900766781,1.2736036729742921
2018-12-12,-0.00022456888878599114,1.289323957132304
2018-12-13,-0.00032697712230622726,1.2817047742059184
2018-12-14,-0.0003409078038370198,1.2819251601982316
2018-12-17,-0.000250344836095032,1.2828863866117113
2018-12-18,-8.63874493748793e-05,1.259624652923132
2018-12-19,-0.00019490749482094528,1.2634108847730208
2018-12-20,-4.210747826266652e-05,1.265876258169395
2018-12-21,2.731092853582128e-05,1.252208633211178
2018-12-27,0.0001126324264898426,1.2569586970890763
2018-12-28,0.00013508107961936883,1.2656999832609472
2019-01-02,0.00010235865062511852,1.2575003923168264
2019-01-03,-0.0001609488369164824,1.2469052109806367
2019-01-04,3.11188354689332e-05,1.235581170388117
2019-01-07,0.0003359628331979831,1.2658287285849141
2019-01-08,0.0003449040962000288,1.2646071072068605
2019-01-09,0.0002205319702961052,1.2522811525208948
2019-01-10,0.0004099634401122636,1.2699947351378438
2019-01-11,0.00042474354654776077,1.270470302023261
2019-01-14,0.0003142515527219262,1.273426779928924
2019-01-15,0.00047150151613398357,1.2683984164335331
2019-01-16,0.0005816347885434979,1.2677523578878842
2019-01-17,0.0006294359963938155,1.2680930529072654
2019-01-18,0.000252640702067082,1.2924009968257753
2019-01-21,0.00021919061511974664,1.3117726883872007
2019-01-22,0.00024310483327814512,1.3091993327091591
2019-01-23,0.00029900827880520236,1.3093260689717399
2019-01-24,0.00033208286691688906,1.309314449033825
2019-01-25,0.00041327054499374754,1.3133712149992687
2019-01-28,0.00045652295165519497,1.3252341961877192
2019-01-29,0.0004624995328541595,1.324789027617717
2019-01-30,0.0004022887553144398,1.3240684631028872
2019-01-31,0.00040462656592457375,1.3245063700927604
2019-02-01,0.00035574169484843017,1.3229388568568703
2019-02-04,0.0005918365974375559,1.3236022730178714
2019-02-05,0.00046579504990462256,1.3266821733592993
2019-02-06,0.0005440058544539293,1.3028958191586757
2019-02-07,0.0007132624978956286,1.3140407433511212
2019-02-08,0.000560218849415379,1.356520534683505
2019-02-11,0.0003558609905461324,1.3616745280247264
2019-02-12,0.00024585734758044423,1.3489770129980534
2019-02-13,0.00039185796185153745,1.3604133389824522
2019-02-14,0.0002469541200754013,1.3719194169583677
2019-02-15,1.4602493236999006e-05,1.379163549222764
2019-02-18,1.72412390718008e-05,1.3798403547687046
2019-02-19,-3.419231003277443e-05,1.3802550863102014
2019-02-20,4.18284461076131e-05,1.3820636027469593
2019-02-21,3.67512967821009e-05,1.423083635607318
2019-02-22,3.5468128044321484e-05,1.4294188263145375
2019-02-25,-5.453887105480911e-05,1.429331398810685
2019-02-26,0.0002595759213361671,1.443616744277092
2019-02-27,0.0003111793324418813,1.4592772331270738
2019-02-28,0.00034321971618515433,1.4580117569547137
2019-03-01,0.00015652448442717072,1.4648075773212337
2019-03-04,0.00033421915420226686,1.4608551742966258
2019-03-05,0.00047325617471227007,1.4585754337519259
2019-03-06,1.4747017151283696e-05,1.5094786487920533
2019-03-07,-0.00010632408204328252,1.513537481133349
2019-03-08,-0.0005100073514172818,1.517811097161763
2019-03-11,-0.0006690026455451282,1.5317129098724085
2019-03-12,-0.000671040271685051,1.5303244276977288
2019-03-13,-0.0006907987844016928,1.5309776548348404
2019-03-14,-0.00050598807259326,1.5542196309001424
2019-03-15,-0.0005215570803861192,1.5539616396255052
2019-03-18,-0.000559610885516015,1.552923656967317
2019-03-19,-0.0005821897973523043,1.5536269763750081
2019-03-20,-0.00033155636180605137,1.5713907657528534
2019-03-21,-0.00016135793973078773,1.5758722888800074
2019-03-22,9.025903531679089e-06,1.5690839764583289
2019-03-25,0.00019286685327253992,1.5605102782073144
2019-03-26,4.1516432170316854e-05,1.5956637648840493
2019-03-27,-0.0002453512342703076,1.5738251875558344
2019-03-28,-0.00021158413846576708,1.5821289724661034
2019-03-29,-0.00010781321248901947,1.5736184424779824
2019-04-01,9.659476031075353e-05,1.5799790609379671
2019-04-02,0.00015255765680274405,1.6153615655550353
2019-04-03,1.0414446182200307e-06,1.6358320531562858
2019-04-04,-0.00012643892509522613,1.614683345069329
2019-04-05,-0.00011627062456706783,1.6237892620630443
2019-04-08,-0.00015829581948506425,1.6242684205849345
2019-04-09,-0.00010929472898070043,1.6194072855719894
2019-04-10,0.00011700889247759382,1.6089602104270762
2019-04-11,1.2367524631858638e-06,1.6044951028148335
2019-04-12,2.345728702885475e-05,1.605156719342886
2019-04-15,0.0003197106721125264,1.605380434848937
2019-04-16,0.00010281543989533484,1.5771187569328242
2019-04-17,0.0002126220033477686,1.5606890048840947
2019-04-18,0.00023225983222456767,1.578691959793106
2019-04-23,0.0004967519074290702,1.5470921231680341
2019-04-24,0.00044614877324143437,1.5468949438252164
2019-04-25,0.0002852885675963627,1.5248412236520812
2019-04-26,0.00014386299841485567,1.523050745359713
2019-04-29,0.0002608223259978408,1.5337076589180019
2019-04-30,0.00017586048789721063,1.5346087481503667
2019-05-02,0.00013337463712715885,1.538856123385083
2019-05-03,-6.0655002091661345e-06,1.5581933660639107
2019-05-06,-7.810114511911898e-05,1.5516152626827164
2019-05-07,-0.0001328441994077515,1.5594283786996987
2019-05-08,-6.206962595172462e-05,1.5467961889376933
2019-05-09,-8.818138096543631e-05,1.5472074259049902
2019-05-10,-0.00019210426309794758,1.5677612420898084
2019-05-13,-0.0005228788087100171,1.5599148068744118
2019-05-14,-0.00046202660916423174,1.5825505528043005
2019-05-15,-0.0007059523580970125,1.6153907297560315
2019-05-16,-0.0005504903852873007,1.6500833138822981
2019-05-17,-0.0008601388930378058,1.5680747320929442
2019-05-20,-0.0008834249648623419,1.5703874858343918
2019-05-21,-0.001040292883685991,1.5487328862077003
2019-05-22,-0.0011902091629433537,1.53650457896437
2019-05-23,-0.0014646426009148651,1.5317891142183375
2019-05-24,-0.001093859870953863,1.4358587342031257
2019-05-27,-0.0011307920113967607,1.4338470223152768
2019-05-28,-0.0011795494914785324,1.4321175852370152
2019-05-29,-0.0009286307334215249,1.4229597479937794
2019-05-30,-0.0007794902263056273,1.3755621685935044
2019-05-31,-0.0009054290710310781,1.3781920170916941
2019-06-03,-0.0009114652266203114,1.3741678167803897
2019-06-04,-0.0009046123389061104,1.3717817455684849
2019-06-05,-0.0008104318314559964,1.4078646742327943
2019-06-06,-0.0010373876598731226,1.3881366319138344
2019-06-07,-0.0011959309843599805,1.395852998749682
2019-06-11,-0.0011922010955909364,1.3923715759525215
2019-06-12,-0.0011433842878455463,1.4009794159823794
2019-06-13,-0.0011688266435800059,1.4022820648785188
2019-06-14,-0.0014973992200745326,1.4016779522372886
2019-06-17,-0.0014065499164799778,1.4049523333362972
2019-06-18,-0.0013227740325289137,1.4252727590674694
