Price,MBG,DAX
2017-01-03,0.012842120975611045,-0.0012155550739170254
2017-01-04,-0.0004161763941092319,5.985349802547325e-06
2017-01-05,-0.00027736068495582837,5.445660737029032e-05
2017-01-06,-0.0001389889840598879,0.00121371358600257
2017-01-09,-0.0008331077318607543,-0.003023749767486338
2017-01-10,0.003467140475450108,0.0016684091104464864
2017-01-11,0.00827239538993529,0.0054129751076473255
2017-01-12,-0.028410054971012847,-0.01080243152553131
2017-01-13,0.0075990402645410475,0.009342497502807603
2017-01-16,-0.015256497929699572,-0.006424287193779056
2017-01-17,0.001422440516815744,-0.0012738815903404674
2017-01-18,0.004538305983518916,0.005133219134059422
2017-01-19,0.00014145507558683306,-0.00021555181136449612
2017-01-20,-0.000565940399219162,0.002862205977214839
2017-01-23,-0.006675741129692711,-0.007281730495894049
2017-01-24,0.014290969543150697,0.004251429224084301
2017-01-25,0.016303501246421194,0.01804326229272839
2017-01-26,-0.010979072100696702,0.0036001437920674772
2017-01-27,-0.011807982864028514,-0.00290415600482389
2017-01-30,-0.0038251897426075467,-0.011268333904756993
2017-01-31,-0.015737054619484242,-0.0126270205393432
2017-02-01,0.009614869630649765,0.010708569612321929
2017-02-02,-0.027803652154158014,-0.0027095988376499083
2017-02-03,-0.006629755111376539,0.002022389426149999
2017-02-06,-0.0065254234238634815,-0.012231780838606515
2017-02-07,-0.0067180839916040295,0.0034346800419329093
2017-02-08,-0.0014988684248739138,-0.0005248858244363044
2017-02-09,0.00940664630941457,0.008581044462153731
2017-02-10,-0.002529680906039083,0.002068602260628105
2017-02-13,0.011406574625903774,0.0091684555004994
2017-02-14,0.0032353839102589967,-0.0002225508005440971
2017-02-15,-0.0007344174352685561,0.0018773120963445026
2017-02-16,-0.003975106312203918,-0.0031157248601814697
2017-02-17,-0.0026584990802948237,-1.877185394791518e-05
2017-02-20,0.002658499080294765,0.005987015097604823
2017-02-21,0.013625621106097692,0.011756342045883788
2017-02-22,0.009702473049958762,0.002595303589893012
2017-02-23,-0.0015863107597134229,-0.0042394513932186685
2017-02-24,-0.007534297057434457,-0.012108656715178995
2017-02-27,-0.00029083165156967665,0.0015778464322582764
2017-02-28,-0.0014556632756292296,0.0009925346069784193
2017-03-01,0.01718810928295611,0.019478832204009464
2017-03-02,0.0007158086559770772,-0.0006316734784501069
2017-03-03,0.0012870966578634872,-0.0026744777560988487
2017-03-06,-0.006164428731886705,-0.00575009078792013
2017-03-07,0.008020610235796366,0.000646972361417939
2017-03-08,-0.001427517158860579,9.776458589307087e-05
2017-03-09,-0.00042866434504923765,0.0009254337335949118
2017-03-10,0.0004286643450490914,-0.001270590308456986
2017-03-13,0.011646308979729948,0.002241920579970097
2017-03-14,-0.0008476933267931817,-0.00010344415279341904
2017-03-15,0.0031042477162276866,0.0017567717038599823
2017-03-16,0.004358004172545042,0.0060855555566540105
2017-03-17,-0.0018251689730958,0.0009976291183836548
2017-03-20,-0.0026735787630348495,-0.003506678861493355
2017-03-21,-0.005935702493742993,-0.007559510776741482
2017-03-22,-0.009256090530914196,-0.004861247985269982
2017-03-23,0.009681345761866746,0.011323266969173502
2017-03-24,-0.0002833310426845406,0.0020403172988168418
2017-03-27,-0.0011345851875807593,-0.005669030598997913
2017-03-28,0.01618500065930381,0.012702303392904492
2017-03-29,0.010139667363429796,0.004400397558436543
2017-03-30,0.012736661973080524,0.004368848592649607
2017-03-31,-0.00187677248113278,0.004594394583241892
2017-04-03,-0.010897327393504285,-0.004531530958683941
2017-04-04,-0.010426667762622696,0.002048910223438407
2017-04-05,-0.01008900010581121,-0.005289818244063227
2017-04-06,0.0008942314486117454,0.0010920628336760203
2017-04-07,-0.0017896047703583528,-0.0004767820036993116
2017-04-10,-0.0010452176269978755,-0.0020093728150577914
2017-04-11,-0.004342321159158711,-0.005026325351573143
2017-04-12,0.0026972834429605324,0.0012637323216049016
2017-04-13,-0.006003963308745012,-0.0037669645590066303
2017-04-18,-0.013184955129661263,-0.009005626183789873
2017-04-19,0.005021540014131663,0.0013332090524415866
2017-04-20,0.0062042219014759635,0.0009041941175203983
2017-04-21,-0.0018119170194994003,0.001765251873677485
2017-04-24,0.024040074491467275,0.033174573935512194
2017-04-25,0.013481911613225992,0.0009677843937233593
2017-04-26,0.00203579004836753,0.0004618927598160826
2017-04-27,-0.008021603515293484,-0.002328551291718613
2017-04-28,0.0016094320501746217,-0.0004646186037067535
2017-05-02,-0.006453440667749074,0.005603388084917715
2017-05-03,-0.0022097358444473653,0.001592879391965833
2017-05-04,0.002945230693632332,0.009528372018314493
2017-05-05,0.007470730593569817,0.0054492761961772275
2017-05-08,0.0033510611316950423,-0.0017582514006271662
2017-05-09,-0.0023299740047089965,0.004289506689987028
2017-05-10,0.00378353884731859,0.0006539366721571705
2017-05-11,-0.0015987935017270137,-0.003643748660447261
2017-05-12,0.004789063729379676,0.004658341445819525
2017-05-15,0.0011576797332434466,0.0028642345171176007
2017-05-16,-0.005365179102481965,-0.00019598686081406656
2017-05-17,-0.007735352100265071,-0.013596605582448197
2017-05-18,-0.007795992412497261,-0.003294850734978907
2017-05-19,0.0025070523942986585,0.003855198502228945
2017-05-22,-0.002211791864150909,-0.001522714226365444
2017-05-23,-0.00815239478538921,0.0031402408401001564
2017-05-24,-0.016355758005765136,-0.0012868755425454984
2017-05-25,-0.004700771622234072,-0.0016743114134641038
2017-05-26,-0.0062516375444844705,-0.0015493276951692512
2017-05-29,0.0009174323267615981,0.002122022912364881
2017-05-30,-0.0036744393002800155,-0.0023997912194231043
2017-05-31,-0.009089948272906287,0.0012992825022344562
2017-06-01,0.007094292665321935,0.003944656381659747
2017-06-02,0.011763813401489638,0.012399827238589267
2017-06-06,-0.004719379008377079,-0.010412040702148396
2017-06-07,-0.005508844300325113,-0.001390226432343264
2017-06-08,-0.00015344123602383165,0.003237198914794776
2017-06-09,0.00459337569165198,0.008001801397491478
2017-06-12,0.002746071274714809,-0.00982353310565614
2017-06-13,0.003953127327724341,0.0058565326744108755
2017-06-14,-0.002887263267894908,0.0032044012912789493
2017-06-15,-0.00702506986847391,-0.008953052227362633
2017-06-16,-0.0007667344069011547,0.004788533394895448
2017-06-19,0.007791804275375231,0.010624967203282189
2017-06-20,-0.002132749079695697,-0.00577039460812833
2017-06-21,-0.001831947680077583,-0.0031677852550077113
2017-06-22,0.0006110221950378497,0.0015441205993827235
2017-06-23,-0.002292939858250199,-0.0047470508883750385
2017-06-26,0.00045886876120176197,0.002934409994752961
2017-06-27,-0.00444606077619722,-0.007846210905276773
2017-06-28,-0.002769733291175113,-0.001876114685921678
2017-06-29,-0.00913251375171212,-0.018440043777265436
2017-06-30,-0.014724536311920524,-0.007361835068166264
2017-07-03,0.011141939173882492,0.012111990887506367
2017-07-04,0.0003119108743245017,-0.0030651127091010453
2017-07-05,-0.005631967723370419,0.0013297925950996573
2017-07-06,-0.0059797425375089155,-0.005832905006474646
2017-07-07,0.0018921391636855381,0.0005998957458940206
2017-07-10,-0.0018921391636855431,0.004609724870634863
2017-07-11,0.012391478201689076,-0.0007153809959909806
2017-07-12,0.020215036469227614,0.015126650947935506
2017-07-13,-0.004746840475501833,0.0011674888492305272
2017-07-14,-0.004307074099384491,-0.0007605217494511132
2017-07-17,-0.002933409930818192,-0.0035338299631894462
2017-07-18,-0.007916141356886567,-0.01253300671793258
2017-07-19,-0.0004675706887577574,0.001740999853486554
2017-07-20,-0.003748934263584133,-0.00038553732712193553
2017-07-21,-0.02087340244988651,-0.01678557105028605
2017-07-24,-0.026884295639015714,-0.002544838591619166
2017-07-25,0.0022955419106058784,0.0045240781123124865
2017-07-26,-0.0075621514097075765,0.003321268380389088
2017-07-27,-0.005128631472257435,-0.007592298296306895
2017-07-28,-0.00732491224269762,-0.004048446109801556
2017-07-31,-0.00940072929869879,-0.0036613266458411743
2017-08-01,0.009400729298698736,0.010918659980258236
2017-08-02,-0.0008355598095897036,-0.005714436703617211
2017-08-03,-0.0005019391803460436,-0.002199254835094825
2017-08-04,0.012635186384562057,0.01169630788891491
2017-08-07,-0.0019843831459737567,-0.00330279159298177
2017-08-08,0.001488624887379811,0.0028416305423847295
2017-08-09,-0.007965486965287155,-0.011294362343766611
2017-08-10,-0.0025022989803681673,-0.011560742986308513
2017-08-11,-0.0011697029999666413,-1.999590327904918e-05
2017-08-14,0.005835578171138264,0.012495255361312876
2017-08-15,0.0016611536789811006,0.0009793644238013594
2017-08-16,0.004471436936747836,0.00710454003709599
2017-08-17,-0.001653799501766569,-0.004937239758872335
2017-08-18,-0.0018223187285972549,-0.0031408848744422105
2017-08-21,-0.0033213773701196822,-0.008187859344883976
2017-08-22,0.011906560256052644,0.013447199140426802
2017-08-23,-0.0009868060892142933,-0.004510813401801118
2017-08-24,0.01437703842923014,0.000536254466752105
2017-08-25,0.008399359266764637,-0.0010587515815160694
2017-08-28,-0.004352505869776408,-0.0036614385513740735
2017-08-29,-0.006157732019335417,-0.0147567814936975
2017-08-30,0.0011371424976864839,0.004725999912412231
2017-08-31,-0.005862412567497942,0.004436737716681844
2017-09-01,0.009266287148785907,0.007174019093974791
2017-09-04,0.0006470366623112739,-0.0033351186438678993
2017-09-05,0.009335256748952653,0.001774958863394344
2017-09-06,0.031227956071695304,0.007464012393204516
2017-09-07,0.007887979720739286,0.0066981829859044375
2017-09-08,-0.0012331123218420849,0.0005975938036663826
2017-09-11,-0.002780428814926532,0.01382307334494409
2017-09-12,0.009391184699960935,0.003962347386338034
2017-09-13,0.006262980562681355,0.0022968660677867374
2017-09-14,0.0024334493857828304,-0.0010456768678354961
2017-09-15,0.006359628539936956,-0.0017271563950431396
2017-09-18,0.003766565460099524,0.0032362860817191164
2017-09-19,0.00015034958025915822,0.00019110492916063276
2017-09-20,0.0010519291512750863,0.00058731405693256
2017-09-21,0.004346225949271011,0.0024522326325648524
2017-09-22,-0.004045796096379183,-0.0006097609147056687
2017-09-25,0.001500339491303119,0.000195334529612615
2017-09-26,0.0005995746457697589,0.0008246525049382917
2017-09-27,0.0013474732294398188,0.004133384044186009
2017-09-28,-0.0026968790267546967,0.003725272157570951
2017-09-29,0.012227920124440137,0.009729248906030382
2017-10-02,0.0022207460507492564,0.0057353990659505015
2017-10-04,0.012053677552611814,0.005246307004326284
2017-10-05,0.0,-0.0001904288966732951
2017-10-06,0.0037917041032264395,-0.0009342216048722149
2017-10-09,-0.001165156200134507,0.0015779497365534722
2017-10-10,-0.009370560099880637,-0.0020944817307431015
2017-10-11,0.0016168775774804077,0.0016535301322996594
2017-10-12,-0.0011754885127808162,0.0009409081024852556
2017-10-13,-0.0014716433596586838,0.0006914765864138106
2017-10-16,0.006897178047877483,0.0009101611389517707
2017-10-17,0.0049598418507053,-0.0006646951928497627
2017-10-18,0.008693310902601423,0.003684660256308286
2017-10-19,-0.005496904428992228,-0.004066413622792543
2017-10-20,-0.008448744983939398,9.088540090152604e-05
2017-10-23,0.005834294033731958,0.0009124555084099094
2017-10-24,0.009264642501420122,0.0007726517706254219
2017-10-25,-0.0021638359945531185,-0.0046044054826639945
2017-10-26,0.010057645633854341,0.013790401525446399
2017-10-27,0.016447356074381202,0.006395250835118659
2017-10-30,0.0025280522673522218,0.000909760961203922
2017-11-01,0.023703328857269137,0.017677084785107256
2017-11-02,0.0012322027972226156,-0.0018270782357226998
2017-11-03,0.00218657471157313,0.002818052377778448
2017-11-06,-0.006299556324147284,-0.0007473982200896737
2017-11-07,-0.007861621542906812,-0.0066687009046307285
2017-11-08,-0.008342557998454762,0.0002354403405711895
2017-11-09,-0.00953992228028399,-0.01504718816766529
2017-11-10,-0.005229339354447951,-0.004187750886839058
2017-11-13,-0.004117882377351102,-0.004049316891817093
2017-11-14,-0.008286987435782886,-0.0031361761051484785
2017-11-15,-0.005611108653664834,-0.004391447244493754
2017-11-16,0.00043270100216708825,0.005445043120414765
2017-11-17,-0.005350218177477443,-0.0041080938012600385
2017-11-20,0.0070793719199505846,0.0049845576838201625
2017-11-21,0.01627910063603577,0.008303185939414294
2017-11-22,-0.008820642214843048,-0.01164909829977342
2017-11-23,-0.0011439412932376077,-0.0004987962497512143
2017-11-24,0.0014296677858412533,0.003935042090272095
2017-11-27,-0.0015727252202622434,-0.004577103678148404
2017-11-28,0.0008581468210671391,0.004553399407247085
2017-11-29,0.0025700307949974416,0.00017915147896119637
2017-11-30,-0.008736180387115582,-0.0029049982448234495
2017-12-01,-0.01785112084253921,-0.012554716161384111
2017-12-04,0.01842638141880787,0.015205483231684752
2017-12-05,0.006591112291338953,-0.000766823585118195
2017-12-06,-0.005585174500018505,-0.003815391149566987
2017-12-07,-0.0004310079495329152,0.0035555851657639954
2017-12-08,0.010007101005037704,0.00828665559161578
2017-12-11,-0.0012810280545846326,-0.002287126907129214
2017-12-12,0.0075203292459491075,0.004552368191024192
2017-12-13,0.0036687565573400227,-0.004400801591443952
2017-12-14,-0.001550449410828126,-0.0043949208865212
2017-12-15,0.0016913778718219675,0.002711294699039858
2017-12-18,0.006876690772465688,0.01580448898929351
2017-12-19,-0.00462613977779809,-0.007276075433416209
2017-12-20,-0.0016874650628004926,-0.011156314343879703
2017-12-21,0.005334095690778785,0.003099467833974348
2017-12-22,-0.0016814244963117481,-0.0028225094715523674
2017-12-27,-0.000982120311518459,-0.00021195180383505962
2017-12-28,-0.004784082717278149,-0.006915900119242522
2017-12-29,-0.0014113992594949267,-0.0048113299578470435
2018-01-02,-0.0025455711178649005,-0.003586800344592583
2018-01-03,0.00803902409498137,0.008264802717344135
2018-01-04,0.011591509577543273,0.014509469328923602
2018-01-05,0.013241613563432762,0.01145834770877817
2018-01-08,0.010495551982409413,0.0036077430757027666
2018-01-09,0.005543886238317197,0.0013313891195954701
2018-01-10,-0.0001349420234755137,-0.007818712713290606
2018-01-11,-0.007309069998537584,-0.005923498789212542
2018-01-12,0.007713738635726137,0.003185876353186833
2018-01-15,-0.0022943286932277803,-0.0033669609170657866
2018-01-16,0.0045834054895820455,0.003465091377056934
2018-01-17,-0.0056651261215144326,-0.00471960261260716
2018-01-18,0.007948872661715508,0.007365859225883252
2018-01-19,0.006554051808469596,0.011455522473826047
2018-01-22,0.007040781688018149,0.0021741462579627003
2018-01-23,0.001983737078162724,0.00709829056736008
2018-01-24,-0.0035735042978706486,-0.010740634872462589
2018-01-25,-0.013751015410469638,-0.008713374081147852
2018-01-26,0.005629989067500461,0.0031390323876204153
2018-01-29,0.001068799271893257,-0.0011767980982904534
2018-01-30,-0.01127982689309309,-0.00955965334599217
2018-01-31,-0.004330644536321853,-0.0006237490479515148
2018-02-01,-0.021801107452850108,-0.014170235176258565
2018-02-02,-0.013537428455901484,-0.016964206957933374
2018-02-05,-0.006625682401496587,-0.00766864845438969
2018-02-06,-0.017838566844806343,-0.02351211262486142
2018-02-07,0.017131066044500567,0.01583260227071189
2018-02-08,-0.0045396367683836775,-0.026571389168848037
2018-02-09,-0.0028478282701580853,-0.012542105433337095
2018-02-12,0.011906694069398366,0.014373947010316947
2018-02-13,-0.004944013103544054,-0.007048403817393866
2018-02-14,0.013921552031264953,0.011628932176552541
2018-02-15,0.004458460582458276,0.0005679296806019802
2018-02-16,0.007893192621607372,0.008532149910758674
2018-02-19,-0.02076578895550852,-0.005343561172108251
2018-02-20,-0.005507416279822198,0.008225730844298403
2018-02-21,-0.003972798645951908,-0.001395134753319379
2018-02-22,-0.004274017637876173,-0.0006882673412330948
2018-02-23,0.005268806269906991,0.001754201185131066
2018-02-26,-0.0025597973516291814,0.0034585052135625294
2018-02-27,0.001991483370009056,-0.0029027043633322856
2018-02-28,0.0014200174778919018,-0.0044034077584076715
2018-03-01,-0.020790655526858885,-0.019890310802532733
2018-03-02,-0.02449353421054184,-0.023003253633673743
2018-03-05,-0.0005941426546432161,0.014760797507517756
2018-03-06,0.0038554629248819102,0.0019004547621472698
2018-03-07,0.004135099897702065,0.010796031646994579
2018-03-08,0.0004421222298336453,0.00895988039974117
2018-03-09,0.000589042677806095,-0.0007198231241192149
2018-03-12,0.005872091500408532,0.005791234450782304
2018-03-13,-0.008968668977026709,-0.016020149545101427
2018-03-14,-0.003106196061088616,0.0013663780468391351
2018-03-15,0.010903336136155772,0.008771810793244935
2018-03-16,0.013536204393741666,0.0035593536088982195
2018-03-19,-0.009295592348996774,-0.014025779952020825
2018-03-20,0.0021865448209849713,0.007365003071754479
2018-03-21,-0.0007284283151564151,0.00014789380680393046
2018-03-22,-0.023589248367479106,-0.017130849385989584
2018-03-23,-0.018976637791224465,-0.017824789049254792
2018-03-26,-0.003655736476937271,-0.008368014241291617
2018-03-27,0.014242624763938047,0.015453596391853928
2018-03-28,-0.002560794088188806,-0.0025192967971920887
2018-03-29,0.03948172179493466,0.012981639983627419
2018-04-03,-0.0059624214785316135,-0.007824395007189979
2018-04-04,-0.0065851274435985326,-0.0037186314002162105
2018-04-05,0.021784221618460615,0.02862897903271786
2018-04-06,0.0016598855160100301,-0.0052081679416985105
2018-04-09,-0.0058335762801773276,0.0016716693624826806
2018-04-10,0.012089761403548257,0.010995684485054058
2018-04-11,-0.007481510421552342,-0.008371469401042268
2018-04-12,0.003365901959941501,0.009797329533186443
2018-04-13,0.0027456564230141614,0.002203820584186531
2018-04-16,-0.005192560453975276,-0.004106522914396425
2018-04-17,0.010509677981916243,0.015547441177469964
2018-04-18,-0.011735269364849909,0.00041783301980540715
2018-04-19,-0.0004601213041563741,-0.0018610327035182635
2018-04-20,-0.0012275506513231597,-0.002144337904055361
2018-04-23,0.0035256055642999967,0.0025397049901375035
2018-04-24,-0.0029116967142104174,-0.0017170848208160165
2018-04-25,-0.002304653706507746,-0.010292798164380737
2018-04-26,0.0003076308465123277,0.006272992904089842
2018-04-27,0.009336532414991449,0.006411193861240887
2018-04-30,-0.0021352450821396996,0.0024800757835215415
2018-05-02,0.01590354933595625,0.01496344535588001
2018-05-03,-0.0033112958506531934,-0.008794803958704245
2018-05-04,0.002258949222215965,0.010149086517631467
2018-05-07,0.005250800577570521,0.009976902047866911
2018-05-08,0.0028391468705862193,-0.002778749024032272
2018-05-09,0.0011928771927407396,0.0023863316510655923
2018-05-10,0.0013404742858027462,0.006147347633710825
2018-05-11,-0.002085722537226127,-0.0016622960401712435
2018-05-14,-0.0031370840003328484,-0.001811488123663539
2018-05-15,0.0008973601576152797,-0.0005911820561230652
2018-05-16,-0.00044863285528077667,0.0020249305487855403
2018-05-17,0.013811921166602134,0.009059886816964275
2018-05-18,-0.005917392208516563,-0.0028169047414827986
2018-05-22,0.014435450084458384,0.007025437393415373
2018-05-23,-0.019194406749609476,-0.014769217260766828
2018-05-24,-0.028119882828597453,-0.009426388426866224
2018-05-25,-0.002302421267888989,0.0064296427177683475
2018-05-28,-0.013148960586721822,-0.005778741516372392
2018-05-29,-0.016168632560219852,-0.015429246849667885
2018-05-30,-0.005076938909424826,0.009214112989838204
2018-05-31,-0.01910930978328294,-0.014090791031965625
2018-06-01,0.005658153656088895,0.009426350549844496
2018-06-04,0.0020937354711949427,0.003646243156617031
2018-06-05,0.0006432481436211003,0.0012817874667425259
2018-06-06,0.002408759999773516,0.0033524717437996296
2018-06-07,0.0003206384009028044,-0.001483594415090446
2018-06-08,-0.006595454468514399,-0.0034796107202360997
2018-06-11,-0.008753402514063932,0.00596346646736581
