Price,Close,High,Low,Open,Volume
Ticker,MBG.DE,MBG.DE,MBG.DE,MBG.DE,MBG.DE
Date,,,,,
2017-03-21,33.38062286376953,33.93893721983787,33.28599430495875,33.71182824468573,5120402
2017-03-22,33.07307434082031,33.35223149358095,32.87435156426826,33.16770289106388,7101885
2017-03-23,33.39482116699219,33.48471906848561,33.04942373809308,33.17717350179593,4023752
2017-03-24,33.38536071777344,33.522573993189546,33.10147065862901,33.51784115401758,3692820
2017-03-27,33.347503662109375,33.347503662109375,33.09673698980152,33.21502323787245,4530182
2017-03-28,33.891624450683594,33.99098584920199,33.47525401262295,33.50364236361923,5111919
2017-03-29,34.237022399902344,34.53983726888778,34.14239383836012,34.16131868265598,8684193
2017-03-30,34.67587661743164,34.895946688661965,34.53083090332797,34.790913506245445,5968387
2017-03-31,34.61085891723633,34.730896522530855,34.475816898017754,34.660875159584585,5102842
2017-04-03,34.235740661621094,34.85093308358472,34.1457118868722,34.78591472316271,4636817
2017-04-04,33.88063049316406,34.085696174768835,33.530521375075885,34.06068805291937,5742858
2017-04-05,33.54052734375,33.83561953122403,33.420489727121456,33.810611407688626,4359107
2017-04-06,33.570533752441406,33.570533752441406,33.06037449205181,33.30044970798835,4229139
2017-04-07,33.5105094909668,33.55552272487011,33.32545126175027,33.450489551860635,3998906
2017-04-10,33.475502014160156,33.710576507496846,33.34046000101849,33.690569093897025,2580200
2017-04-11,33.3304557800293,33.54552285644832,33.000351811941066,33.40047713874437,3821721
2017-04-12,33.42047882080078,34.2607418629921,33.370462590052085,34.2107256322434,5849430
2017-04-13,33.22042465209961,33.595541890444366,33.09038333659545,33.510516111638985,3664413
2017-04-18,32.7852897644043,33.28044464553664,32.4901975773609,33.250435814898886,6017185
2017-04-19,32.95033645629883,33.02035781201711,32.71025897658974,32.785283332367705,3430421
2017-04-20,33.15540313720703,33.20541937940055,32.715265252488734,32.78528661521839,3962765
2017-04-21,33.09538269042969,33.34546160373692,33.06037315654206,33.1604033455237,4856674
2017-04-24,33.900638580322266,34.06068872821029,33.7055766023704,33.75059214015281,6572865
2017-04-25,34.36077880859375,34.48581710788145,33.94564679188651,34.075688091242945,5754704
2017-04-26,34.43080139160156,34.625863347588506,33.940647295412674,34.36078003326086,5469533
2017-04-27,34.15571594238281,34.38578744117602,33.89063261585716,34.35577861392084,4562185
2017-04-28,34.210731506347656,34.3957897567717,33.95565189719349,34.010668842903016,4701459
2017-05-02,33.990665435791016,34.29576129965106,33.75059022756365,34.26575247209817,4864442
2017-05-03,33.9156379699707,33.9156379699707,33.535517778104555,33.79059967067234,3862649
2017-05-04,34.01567459106445,34.3157674635228,33.7605949613042,34.01067159038543,4358221
2017-05-05,34.270748138427734,34.39078572488715,33.88062426200828,33.99066043668909,4558991
2017-05-08,34.38578414916992,34.655870450315476,34.175720084592555,34.655870450315476,3647948
2017-05-09,34.30575942993164,34.61585826464296,34.28575431144486,34.455808141141084,3716719
2017-05-10,34.4358024597168,34.59085188486624,34.23573979528302,34.260747915074994,2857684
2017-05-11,34.38079071044922,34.57585269796936,34.20573613934762,34.52583645082537,3182915
2017-05-12,34.54583740234375,34.610858056999994,34.33577331872598,34.44080650748591,3576144
2017-05-15,34.585853576660156,34.705888889741686,34.29075911899414,34.66087564733611,2694701
2017-05-16,34.40079116821289,34.57084500910171,34.240741034176835,34.46081111542744,3389385
2017-05-17,34.13571548461914,34.365787014836755,33.95565790869063,34.11070736052338,4119671
2017-05-18,33.870628356933594,34.070691033558916,33.480504417087595,34.06068732625211,6266335
2017-05-19,33.955650329589844,34.15571298379835,33.86062085557854,33.96065332963374,4612268
2017-05-22,33.88063049316406,34.135712418467776,33.62555086176255,34.02067551674065,3681185
2017-05-23,33.60554504394531,34.35577950826744,33.37547124526074,33.88062979078227,7923032
2017-05-24,33.06037139892578,33.345459830964245,32.57021730543858,33.21041782137224,7285773
2017-05-25,32.90532684326172,33.13539836422959,32.75528039862201,33.09538582606551,3597767
2017-05-26,32.70025634765625,32.880311583361696,32.36014870013223,32.7502725829807,4027515
2017-05-29,32.73027038574219,32.73027038574219,32.450182634765426,32.610232778180716,2153825
2017-05-30,32.610225677490234,32.83029342981667,32.435171157984655,32.53520132888712,3595378
2017-05-31,32.31514358520508,32.73027339613258,32.27012804454033,32.59023065471476,5149222
2017-06-01,32.54521179199219,32.7852870046905,32.195102680282695,32.375157942855346,4840233
2017-06-02,32.930328369140625,33.28544043441758,32.68525248219715,32.77527895460382,4992511
2017-06-05,32.930328369140625,32.930328369140625,32.930328369140625,32.930328369140625,0
2017-06-06,32.77528381347656,32.98535020137112,32.57022042628086,32.88031700742384,4152477
2017-06-07,32.5952262878418,32.94533538078723,32.57021816778826,32.71026088740562,3109227
2017-06-08,32.59022521972656,32.695256111323,32.41016767490008,32.51019786010212,3080034
2017-06-09,32.74026870727539,32.880311412775086,32.44017359078748,32.565214178449864,3175419
2017-06-12,32.830299377441406,33.280440962805564,32.64524341305153,32.72526618792963,5463482
2017-06-13,32.9603385925293,33.06037106909694,32.86530911613121,33.00035112437596,2729715
2017-06-14,32.86531066894531,33.16540581892512,32.73526936082399,33.00535568397644,4422520
2017-06-15,32.63523864746094,32.91532637910706,32.340146502642966,32.89531896560989,5058688
2017-06-16,32.610225677490234,32.89531407315903,32.560209445088155,32.785280196995814,11072329
2017-06-19,32.86531066894531,33.16540581892512,32.86531066894531,32.92032761609616,2975979
2017-06-20,32.795291900634766,33.105388488133435,32.74527565603433,33.0953847804329,2797344
2017-06-21,32.735267639160156,32.81029199618483,32.435174798865354,32.770279464552054,2966056
2017-06-22,32.75527572631836,32.93033026907814,32.47018499887649,32.69025507433867,3468074
2017-06-23,32.68025588989258,32.85531045687561,32.42017553988709,32.73527284289562,3129893
2017-06-26,32.695255279541016,33.05536806613054,32.635237628727076,32.760275930524095,3064402
2017-06-27,32.55021286010742,32.69525858946083,32.275128109525255,32.51020032421345,4218931
2017-06-28,32.460182189941406,32.65024113745943,32.14008194405762,32.385157834599184,3774001
2017-06-29,32.16508865356445,32.68025086117059,32.010041526387354,32.655242742035135,5045533
2017-06-30,31.694942474365234,32.265121635438675,31.554899757695683,32.16008845098551,6092593
2017-07-03,32.0500602722168,32.250122970187455,31.789977617903734,31.89501082107613,3615312
2017-07-04,32.06005859375,32.27512567119435,31.92001358175018,31.92001358175018,2461259
2017-07-05,31.8800048828125,32.08006757122776,31.63492894971716,32.01504691075501,4466097
2017-07-06,31.689939498901367,32.08006108900607,31.554897498245964,31.965024206198738,5071013
2017-07-07,31.749958038330078,31.794973569081098,31.57490350315873,31.68493738916897,2765934
2017-07-10,31.689939498901367,31.965024206198738,31.584906321968983,31.915010264627654,3009181
2017-07-11,32.08506774902344,32.31013624652276,31.849993250605902,31.910010904898495,4506625
2017-07-12,32.74026870727539,32.895315824514206,32.18509400341875,32.31013229717932,5003032
2017-07-13,32.58522415161133,32.5902271522044,31.759965325676227,31.759965325676227,7141872
2017-07-14,32.4451789855957,32.58022099511784,32.15508755348787,32.36515162724342,5575121
2017-07-17,32.35014343261719,32.5752141868103,32.28012208288427,32.480184720622404,2466668
2017-07-18,32.09506607055664,32.250115485714076,31.839986476579664,32.230108073609046,4845994
2017-07-19,32.08006286621094,32.30513364440593,31.950021564337927,32.23511228720582,3185566
2017-07-20,31.96002197265625,32.3251354275736,31.729950511939865,32.165085316831465,4313608
2017-07-21,31.299821853637695,31.94002474871349,30.949712723346508,31.910013625106767,10527775
2017-07-24,30.469558715820312,30.709633913236914,29.989408320987106,30.294504171108457,12808296
2017-07-25,30.539583206176758,30.809669551389156,30.444553717526976,30.624611281001908,6733115
2017-07-26,30.30950927734375,30.92970469847062,30.144456141656548,30.539580773320555,7713604
2017-07-27,30.154460906982422,30.209480150077333,29.914385695649212,30.12445207904131,5620415
2017-07-28,29.934389114379883,29.934389114379883,29.55426893355874,29.934389114379883,6242254
2017-07-31,29.6543025970459,29.904381492328984,29.51425758988267,29.764336485165757,4975175
2017-08-01,29.934389114379883,30.104442939849918,29.51425640367766,29.829355936704328,5018144
2017-08-02,29.909387588500977,30.344522513172848,29.744334432675142,30.05443332802572,5488020
2017-08-03,29.894378662109375,30.044425086115933,29.77434106412373,29.90938307511983,3226202
2017-08-04,30.27449607849121,30.489563151280755,29.75933616261457,29.839358932722757,4871925
2017-08-07,30.214479446411133,30.45455464653808,30.05442931299317,30.404538406369458,3260819
2017-08-08,30.259490966796875,30.45955362220124,29.994407661648356,30.129449667308563,2939514
2017-08-09,30.01941680908203,30.144455112781625,29.839359266096547,30.049425634945614,4133754
2017-08-10,29.944393157958984,30.009413811467528,29.70432025147659,30.009413811467528,3917654
2017-08-11,29.909387588500977,30.06443703617627,29.814358095826634,29.89938388035043,3346426
2017-08-14,30.084436416625977,30.264493953360482,30.049424591732624,30.099440829036865,2362905
2017-08-15,30.13445281982422,30.38953242001742,30.13445281982422,30.23448300108147,2210014
2017-08-16,30.269498825073242,30.384535727923442,30.184470751174494,30.354524605069763,2352234
2017-08-17,30.219480514526367,30.37452994334388,30.119450326894025,30.199475394560725,3318650
2017-08-18,30.164461135864258,30.19947296035962,29.994407307304034,30.059427956280057,4727244
2017-08-21,30.06443977355957,30.219486941449635,29.949402854109955,30.06443977355957,3258796
2017-08-22,30.424543380737305,30.434544792847543,30.09443943355303,30.174464493846077,4776378
2017-08-23,30.394535064697266,30.524576373137112,30.32451370396122,30.449552011982874,3159699
2017-08-24,30.834674835205078,31.054744931798094,30.34952369279874,30.45455688732016,5654088
2017-08-25,31.094757080078125,31.29481975907427,30.829673743670455,30.914701815932684,5262935
2017-08-28,30.9597110748291,31.089752372919403,30.79966095222624,31.0147280177361,1877977
2017-08-29,30.769655227661133,30.82467217611092,30.384534294610514,30.779656640905007,4182176
2017-08-30,30.804664611816406,30.96971775026416,30.73464324993966,30.934705922374732,2678978
2017-08-31,30.624603271484375,30.934699778697585,30.514567103071847,30.81466219907618,3816177
2017-09-01,30.909698486328125,31.089756042459577,30.619607031395315,30.69963210214215,3658422
2017-09-04,30.929704666137695,31.01473044019835,30.664621343134147,30.709634583418836,2167549
2017-09-05,31.21979331970215,31.46987222530529,30.894692348149476,31.014729947570743,3743703
2017-09-06,32.210105895996094,32.49019363372376,31.684939954067925,31.859994503409954,9880755
2017-09-07,32.46518325805664,32.8953173947835,32.43017143305951,32.51019649542273,6843612
2017-09-08,32.425174713134766,32.710263172638506,32.27512827623291,32.305137104832845,3286362
2017-09-11,32.33514404296875,32.63523919312969,31.744959743464783,32.63523919312969,6694893
2017-09-12,32.64023971557617,32.90032233050917,32.35515127434767,32.49019328829286,4859277
2017-09-13,32.845306396484375,32.845306396484375,32.52520382442583,32.56021565256249,4047520
2017-09-14,32.925331115722656,33.00035318392856,32.79528980562962,32.83530233997347,4268884
2017-09-15,33.13539123535156,33.21541629446281,32.80028658706093,33.005352234722146,11079409
2017-09-18,33.260433197021484,33.47550026552404,33.14539630958671,33.340458259436474,2667832
2017-09-19,33.26543426513672,33.345459328422386,33.15039967035229,33.19040990809318,2258983
2017-09-20,33.300445556640625,33.32545367525419,33.09537990157015,33.14039543263533,2254354
2017-09-21,33.445491790771484,33.525516854024346,33.31545048951009,33.31545048951009,2360875
2017-09-22,33.31045150756836,33.595539949950926,33.270438973870704,33.36046545426389,3122631
2017-09-25,33.36046600341797,33.4404910721306,33.13539521092592,33.26043581447823,2219470
2017-09-26,33.38047409057617,33.71557878582906,33.26543719176906,33.305449726932125,3074725
2017-09-27,33.42548370361328,33.60554123925035,33.36546605433552,33.41047929129384,2637175
2017-09-28,33.3354606628418,33.63055513549447,33.26543929535408,33.51051752241454,2632300
2017-09-29,33.74558639526367,33.74558639526367,33.045368202144125,33.32045293776878,4969964
2017-10-02,33.82061004638672,33.935646938625815,33.73058127393447,33.82061004638672,2584111
2017-10-03,33.82061004638672,33.82061004638672,33.82061004638672,33.82061004638672,0
2017-10-04,34.23073959350586,34.465814087894216,34.01066951243347,34.160718233397304,5210689
2017-10-05,34.23073959350586,34.530832447629415,34.23073959350586,34.265751420511165,3835204
2017-10-06,34.36077880859375,34.55083775755968,34.270750040277605,34.38578463332976,2976114
2017-10-09,34.32076644897461,34.54583493003624,34.29075533011806,34.48581728012699,1914521
2017-10-10,34.00066375732422,34.280753768689394,33.840613633059505,34.260746356205345,4307123
2017-10-11,34.05568313598633,34.285754617095854,34.010667604661435,34.07568825465145,2733074
2017-10-12,34.01567459106445,34.145713612381904,33.9606576409105,34.09069666222795,2369531
2017-10-13,33.96565246582031,34.09569375852057,33.81060305576218,34.0356738180813,2174699
2017-10-16,34.20072937011719,34.48081940570277,33.98566228377658,34.00566969799073,4264966
2017-10-17,34.37078094482422,34.60085472357803,34.120704340981845,34.120704340981845,3822503
2017-10-18,34.67087936401367,34.76090814275111,34.400793027801356,34.4908218065388,3197958
2017-10-19,34.48081970214844,34.810921394401106,34.095698767284865,34.76090744623993,4015609
2017-10-20,34.19072723388672,34.925957253520274,34.0456815125587,34.89094542633694,5693807
2017-10-23,34.39078903198242,34.585850988949744,34.175721955632355,34.27075143397992,3125625
2017-10-24,34.71088790893555,34.89594615187974,34.240738948417025,34.295758185804736,4082584
2017-10-25,34.635860443115234,34.94595925150427,34.430797099998166,34.68087597021775,3485235
2017-10-26,34.9859733581543,35.08600353441619,34.52082741847704,34.625860594588204,4680724
2017-10-27,35.566158294677734,35.86125044799789,35.06099976309507,35.081007177168686,6799629
2017-10-30,35.656185150146484,35.80123086571228,35.54615126037311,35.58116079226356,2902441
2017-10-31,35.656185150146484,35.656185150146484,35.656185150146484,35.656185150146484,0
2017-11-01,36.511451721191406,36.58147307692647,35.911263756529586,36.01129623092418,6158393
2017-11-02,36.55646896362305,36.69651168164929,36.316393766519184,36.36640771215598,3294799
2017-11-03,36.63648986816406,36.83154950996738,36.56646622320219,36.681503102295196,3347425
2017-11-06,36.40642166137695,36.726521936635415,36.40642166137695,36.58647921316089,2869933
2017-11-07,36.12133026123047,36.63148945974558,36.02630078651898,36.56146810373215,3369622
2017-11-08,35.82123947143555,36.30639290394353,35.54115171953997,36.08632280907449,4099661
2017-11-09,35.48113250732422,36.116332348459,35.41611185246064,35.861250435570284,4320687
2017-11-10,35.29607391357422,35.62117489089348,35.111015657779475,35.51114099628106,4203739
2017-11-13,35.15102767944336,35.49113535916503,34.7258942267423,35.356091052224166,3496688
2017-11-14,34.86093521118164,35.36609371551187,34.84093009208936,35.316077476928214,2998792
2017-11-15,34.66587448120117,34.68087889353286,34.290754997301434,34.605854537972526,4353768
2017-11-16,34.680877685546875,35.05099186260793,34.66087027386691,34.86093292115741,2800925
2017-11-17,34.49582290649414,34.805919467390154,34.435802959342176,34.71589069361323,3298582
2017-11-20,34.74089813232422,34.95096450238257,34.14571084845957,34.25074403348874,3411792
2017-11-21,35.31107711791992,35.5861641389336,34.595852239625565,34.7809104890836,5313644
2017-11-22,35.000980377197266,35.536147709513806,35.000980377197266,35.351089461047,2947210
2017-11-23,34.96096420288086,35.17102825496614,34.72088903429619,34.8159185017899,2236734
2017-11-24,35.010982513427734,35.27606583190463,34.91595303407033,34.93596044756769,1795071
2017-11-27,34.955963134765625,35.16602949236042,34.74589677717082,34.93095731048698,2137347
2017-11-28,34.9859733581543,35.10100794616039,34.73089147679757,34.9859733581543,2313854
2017-11-29,35.07600402832031,35.461124955538416,34.96597013308717,35.3010748192349,3502836
2017-11-30,34.77090835571289,35.27606688786754,34.76590764913987,35.076004216415306,4493481
2017-12-01,34.15571594238281,34.870940853344564,33.93564815064203,34.870940853344564,6026277
2017-12-04,34.790916442871094,34.890946633581336,34.420799920048694,34.66587813100776,3316931
2017-12-05,35.0209846496582,35.12101712485501,34.67087557427324,34.79091316816825,4003758
2017-12-06,34.825931549072266,34.905954332830895,34.515832652709165,34.74590417750892,3328054
2017-12-07,34.8109245300293,35.08101088515813,34.690886914606146,35.01098722240121,2157091
2017-12-08,35.16102981567383,35.43611682981114,35.060997340023185,35.1110135778485,4201346
2017-12-11,35.11601638793945,35.31107835080358,35.11601638793945,35.16103192223998,2666561
2017-12-12,35.38109588623047,35.38109588623047,34.900945531618866,35.141020708924664,3447664
2017-12-13,35.511138916015625,35.69119645474449,35.36109249634287,35.426113146778185,3946140
2017-12-14,35.45612335205078,35.74621479023792,35.306076926537514,35.61617348430548,4112196
2017-12-15,35.516143798828125,35.516143798828125,35.19104280232263,35.41111060453503,8399302
2017-12-18,35.7612190246582,35.936273569199074,35.63117771937573,35.661186545547984,4133008
2017-12-19,35.59616470336914,35.84624128886817,35.59616470336914,35.6961948787884,2197688
2017-12-20,35.53614807128906,35.87125274568842,35.42611417991357,35.65118496293744,3245231
2017-12-21,35.7262077331543,35.82123721339077,35.461124412225274,35.51114065252933,2417811
2017-12-22,35.66618728637695,35.67118799245486,35.50613716506146,35.641179168183676,2299374
2017-12-27,35.63117599487305,36.03130130414434,35.63117599487305,35.76121729386169,2108404
2017-12-28,35.46112060546875,35.64617883960608,35.41110437053395,35.61617001620592,1959689
2017-12-29,35.41110610961914,35.496134171964506,35.306075222560374,35.42611281595802,2092948
2018-01-02,35.32107925415039,35.55115073220634,34.6758757629062,35.38109690325112,4792431
2018-01-03,35.606170654296875,35.78622820446799,35.351091036472866,35.38610286397894,3507533
2018-01-04,36.02130126953125,36.26137647956451,35.881258543962915,35.91126737174154,4368709
2018-01-05,36.5014533996582,36.5014533996582,36.09132434893587,36.136337589883816,4198945
2018-01-08,36.886573791503906,37.1166475954835,36.61648974515646,36.63149415951996,4754655
2018-01-09,37.091636657714844,37.36672368390133,36.85156145832003,36.96159535123381,4000960
2018-01-10,37.086631774902344,37.25168489979716,36.8715647064321,37.01160971258826,3413353
2018-01-11,36.816551208496094,37.19166843688017,36.481446515058344,37.111643366987515,3991073
2018-01-12,37.10164260864258,37.24168533647588,36.911581343865706,36.97660200103909,3868963
2018-01-15,37.01661682128906,37.16666555967399,36.76653788454984,37.11164631259145,2597992
2018-01-16,37.186668395996094,37.50676868129764,36.896576938966014,37.021617546600794,4106222
2018-01-17,36.97659683227539,37.20166760059804,36.79153859401228,36.9615924202408,3372856
2018-01-18,37.271690368652344,37.271690368652344,36.951590116032804,37.15665577405591,3880581
2018-01-19,37.51677322387695,37.65181524800704,37.19667293144941,37.19667293144941,4530497
2018-01-22,37.78185272216797,37.84187037394211,37.396731810277224,37.45174875570419,3510303
2018-01-23,37.856876373291016,38.17697894047444,37.70182923710918,38.01192580337495,3939308
2018-01-24,37.72183609008789,38.25200276554019,37.71683538330143,38.01192754955072,4267546
2018-01-25,37.20667266845703,37.70182746872638,36.966597474756625,37.581789871876175,5330385
2018-01-26,37.4167366027832,37.4167366027832,37.00160686863099,37.00660986883647,3363119
2018-01-29,37.456748962402344,37.74684039251306,37.35671877947911,37.56178214550801,3614576
2018-01-30,37.036617279052734,37.3617182300038,36.91657968723823,37.13664745861388,4563148
2018-01-31,36.87657165527344,37.19166893853712,36.6665052704962,36.99660926173154,4717339
2018-02-01,36.081321716308594,37.07663439850344,35.65118753254588,36.141341666595245,8607338
2018-02-02,35.59616470336914,36.101323168076114,35.141020179420906,36.011294404467534,6271656
2018-02-05,35.3610954284668,35.80623401817069,35.26106294445569,35.37109684174621,5031850
2018-02-06,34.735897064208984,35.29107180960954,33.840614647598535,34.30576062192566,10180486
2018-02-07,35.33608627319336,35.60116959538138,34.81592333570606,35.176036138581885,6317393
2018-02-08,35.1760368347168,35.556154764990566,34.99097857617221,35.181037541309095,6596018
2018-02-09,35.07600402832031,35.43611912890532,34.850933237405734,35.07600402832031,9038408
2018-02-12,35.49613952636719,35.791231701245074,35.191043643721684,35.441122574498664,4971679
2018-02-13,35.32107925415039,35.50613749538079,35.2110430742959,35.42611243397856,3378637
2018-02-14,35.81624221801758,36.12133812105865,34.98097958858047,35.61617951880232,6494869
2018-02-15,35.97628402709961,36.27637915322,35.82123461098218,36.0713135004322,5595875
2018-02-16,36.261375427246094,36.36140790880805,35.97628698381827,36.12633341225912,5784512
2018-02-19,35.516143798828125,35.75121830928429,35.351092947168816,35.46112684827502,5680266
2018-02-20,35.32107925415039,35.36609249097594,34.940959065538834,35.2110430742959,4696971
2018-02-21,35.181034088134766,35.31607609189296,34.830925019583766,35.296070973585245,3732140
2018-02-22,35.03099060058594,35.11601637482975,34.61586084850379,34.88094417207836,3946851
2018-02-23,35.21604919433594,35.41611186556634,34.89594892036729,35.16103224648534,5478674
2018-02-26,35.12601852416992,35.33108418480901,34.740897616086386,35.236052413936086,6649328
2018-02-27,35.196041107177734,35.50113696170726,34.78591435942518,35.331085414840025,5528662
2018-02-28,35.246055603027344,35.4911337921566,35.09600918337596,35.11101359595091,4389436
2018-03-01,34.52083206176758,35.24605839239517,34.325770095052256,35.16603332306101,6297380
2018-03-02,33.68556594848633,34.28575390449452,33.44549076608305,34.25574508016958,6340402
2018-03-05,33.665557861328125,33.695566685051375,33.06536991735392,33.135391270675456,5263574
2018-03-06,33.79560470581055,34.3407757978512,33.73558475460592,34.235742603669756,3926440
2018-03-07,33.93564224243164,34.17071440687385,33.25042627802148,33.640547846124775,4374464
2018-03-08,33.95064926147461,33.99066179188971,33.40547824783117,33.88062561282178,4222969
2018-03-09,33.97065353393555,34.19572429865443,33.72057465159214,33.96065212200719,3523556
2018-03-12,34.170719146728516,34.295759745703485,34.06068525475216,34.285756039005086,2279639
2018-03-13,33.865623474121094,34.49582259089183,33.63555198226459,34.23573997878288,4582880
2018-03-14,33.76059341430664,34.04067885901902,33.57053215696311,33.795602947944644,4076173
2018-03-15,34.13071060180664,34.18572755422322,33.625552028287856,33.80060659340487,5028048
2018-03-16,34.59585189819336,34.760905026733425,34.26074722871779,34.26074722871779,17697759
2018-03-19,34.275753021240234,34.64086882490345,34.0256741121658,34.485819396618844,4633388
2018-03-20,34.35078048706055,34.43080556168558,34.03068018856044,34.10570226233248,3276513
2018-03-21,34.325767517089844,34.36077934250735,34.15571368405074,34.36077934250735,2522057
2018-03-22,33.5255241394043,34.220741740752494,33.210424524159095,34.010675330589024,6726878
2018-03-23,32.895320892333984,33.38547502489919,32.61023243756657,33.310452954645754,6156805
2018-03-26,32.77528381347656,33.48550804931985,32.640241790944984,33.06037456673409,4071055
2018-03-27,33.24542999267578,33.695569264691486,33.165404927352725,33.51051330829617,4816108
2018-03-28,33.160404205322266,33.205419741347974,32.57522058820539,33.010357771008294,5066374
2018-03-29,34.49582290649414,34.635865626678644,33.21041883516853,33.26043507547816,9651035
2018-04-03,34.29075622558594,34.53583441952049,34.00066479304396,34.30576063845508,5020599
2018-04-04,34.06568908691406,34.51082998986649,33.58553864815789,34.51082998986649,5910915
2018-04-05,34.81592559814453,34.89595067065053,34.26575379814136,34.760908647534436,8007385
2018-04-06,34.87376403808594,35.41824867822495,34.73497306762091,35.23141580948095,6719957
